id,name,slug,types,sprite,is_legendary,is_mythical,habitat,generation,color,document
18,Pidgeot,pidgeot,"['normal', 'flying']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/18.png,False,False,forest,1,brown,"Pidgeot is the Bird Pokémon. Pidgeot é Pokémon Oiseau. When hunting, it skims the surface of water at high speed to pick off unwary prey such as MAGIKARP. This POKéMON flies at Mach 2 speed, seeking prey. Its large talons are feared as wicked weapons. Its well-developed chest muscles make it strong enough to whip up a gusty windstorm with just a few flaps. It spreads its beautiful wings wide to frighten its enemies. It can fly at Mach 2 speed. Its outstanding vision allows it to spot splashing MAGIKARP, even while flying at 3300 feet. This POKéMON has a dazzling plumage of beautifully glossy feathers. Many TRAINERS are captivated by the striking beauty of the feathers on its head, compelling them to choose PIDGEOT as their POKéMON. Cuando caza, vuela muy deprisa a ras del agua y sorprende a inocentes presas como Magikarp. Para intimidar a su enemigo, extiende las increíbles alas que tiene. Este Pokémon vuela a una velocidad increíble. El plumaje de este Pokémon es bonito e hipnótico. Muchos Entrenadores se quedan embobados ante la belleza impactante de las plumas que tiene en la cabeza; lo que les lleva a elegir a Pidgeot como su Pokémon. Este Pokémon vuela a una velocidad de 2 mach en busca de presas. Sus grandes garras son armas muy peligrosas. Quando caccia, vola velocissimo sul pelo dell’acqua e cattura ignare prede come Magikarp. Intimidisce i nemici spiegando le possenti ali. In volo raggiunge la velocità di Mach 2. Questo Pokémon è caratterizzato da uno stupendo piumaggio dai colori vivaci e brillanti. Molti Allenatori sono colpiti dall’evidente bellezza delle piume sulla testa. Per questo spesso scelgono Pidgeot come loro Pokémon. Può volare a una velocità di Mach 2 in cerca di prede. I suoi artigli sono armi micidiali. Como Pokémon do tipo normal, é uma criatura comum, frequentemente baseada em animais reais. Como Pokémon do tipo voador, plana pelos céus com asas, dominando o ar e as alturas. Habita densas florestas e bosques cobertos de árvores. É uma criatura alada, ave ou similar. Its ability Keen Eye: This Pokémon cannot have its accuracy lowered. This ability does not prevent any accuracy losses other than stat modifiers, such as the accuracy cut from fog; nor does it prevent other Pokémon's evasion from making this Pokémon's moves less accurate. This Pokémon can still be passed negative accuracy modifiers through Heart Swap. Overworld: If the first Pokémon in the party has this ability, any random encounter with a Pokémon five or more levels lower than it has a 50% chance of being skipped. Its ability Tangled Feet: When this Pokémon is confused, it has twice its evasion. Its ability Big Pecks: This Pokémon's Defense cannot be lowered by other Pokémon. This Pokémon can still be passed negative Defense modifiers through Heart Swap or Guard Swap. Tem coloração marrom e terrosa. Possui asas grandes e voa, lembrando aves ou dragões alados. Pidgeot é originário da região de Kanto."
19,Rattata,rattata,['normal'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/19.png,False,False,grassland,1,purple,"Rattata is the Mouse Pokémon. Rattata é Pokémon Souris. Bites anything when it attacks. Small and very quick, it is a common sight in many places. Will chew on any­ thing with its fangs. If you see one, it is certain that 40 more live in the area. It eats anything. Wherever food is available, it will settle down and produce offspring continuously. Living wherever there is food available, it ceaselessly scav­ enges for edibles the entire day. This POKéMON's impressive vital­ ity allows it to live anywhere. It also multiplies very quickly. RATTATA is cautious in the extreme. Even while it is asleep, it constantly listens by moving its ears around. It is not picky about where it lives - it will make its nest anywhere. Vive allí donde haya comida disponible. Busca todo el día, sin descanso, algo comestible. Tiene unos largos y afilados colmillos que no dejan de crecer. Le resultan muy útiles para destruir cosas. Rattata es cauto como él solo. Hasta cuando duerme mueve las orejas para oír todos los ruidos. No es nada delicado a la hora de elegir su hábitat. Cualquier sitio es bueno para cavar su madriguera. Debe cuidar regularmente sus incisivos, pues estos siguen creciendo hasta que muere. Si no tiene nada con qué afilarlos, suele roer pilares. Su gran resistencia le permite vivir en los lugares más insalubres. Su población puede crecer rápidamente. Sus incisivos crecen durante toda su vida. Si aumentan demasiado de tamaño, no puede alimentarse y muere de inanición. Vive ovunque si trovi del cibo, cercando incessantemente qualsiasi cosa sia commestibile. I denti affilati gli continuano a crescere, costringendolo a limarseli mordicchiando oggetti molto duri. Rattata è estremamente cauto. Anche quando dorme tiene sempre le orecchie tese, muovendole come sonde. Non ha particolari esigenze di habitat: costruisce la propria tana ovunque. I suoi incisivi non smettono mai di crescere e richiedono continue cure. Se non gli viene data una lima per regolarli, rosicchia i tavoli o altro. La sua straordinaria resistenza gli permette di adattarsi anche ad habitat insalubri. Se lasciato indisturbato, si riproduce in gran numero. I suoi incisivi continuano a crescere per tutta la vita. Se si allungano troppo, non riesce più a nutrirsi e muore di fame. Como Pokémon do tipo normal, é uma criatura comum, frequentemente baseada em animais reais. Vive em campos abertos, planícies e pradarias. Its ability Run Away: This Pokémon is always successful fleeing from wild battles, even if trapped by a move or ability. Its ability Guts: Whenever this Pokémon is asleep, burned, paralyzed, or poisoned, it has 1.5× its Attack. This Pokémon is not affected by the usual Attack cut from a burn. This bonus does not count as a stat modifier. Its ability Hustle: This Pokémon's physical moves do 1.5× as much regular damage, but have 0.8× their usual accuracy. Special moves are unaffected. Moves that do set damage, such as Seismic Toss, have their accuracy affected, but not their damage. Overworld: If the lead Pokémon has this ability, higher-levelled Pokémon have their encounter rate increased. Tem coloração roxa, frequentemente associada a magia, veneno ou mistério. Anda em quatro patas, com corpo de quadrúpede como cães, gatos ou cavalos. Rattata é originário da região de Kanto."
20,Raticate,raticate,['normal'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/20.png,False,False,grassland,1,brown,"Raticate is the Mouse Pokémon. Raticate é Pokémon Souris. It uses its whis­ kers to maintain its balance. It apparently slows down if they are cut off. Its hind feet are webbed. They act as flippers, so it can swim in rivers and hunt for prey. Gnaws on anything with its tough fangs. It can even topple concrete buildings by gnaw­ ing on them. Its whiskers help it to maintain balance. Its fangs never stop grow­ ing, so it gnaws to pare them down. The webs on its hind legs enable it to cross rivers. It search­ es wide areas for food. RATICATE’s sturdy fangs grow steadily. To keep them ground down, it gnaws on rocks and logs. It may even chew on the walls of houses. Lima sus colmillos royendo objetos duros. Con ellos puede destruir incluso paredes de hormigón. Con las membranas de las patas traseras, puede atravesar ríos. Busca su alimento en zonas extensas. A Raticate le crecen los incisivos firmes y fuertes. Para mantenerlos afilados roe troncos y rocas, e incluso las paredes de las casas. Es un excelente nadador. Gracias a las pequeñas membranas de sus patas traseras puede cruzar ríos y, en ocasiones, hasta mares. No hay que dejarse engañar por su aspecto, pues es más feroz de lo que parece. Si alguien intenta tocarlo, puede llevarse un mordisco. Las pequeñas membranas que tiene en las patas traseras le permiten nadar entre las islas de Alola y escapar así de sus depredadores. Si affila le zanne in perenne crescita rosicchiando cose dure. Riesce a frantumare persino i muri. Attraversa i fiumi con le zampe posteriori palmate. Perlustra vaste aree cercando cibo. Le potenti zanne di Raticate crescono in continuazione. Per ridurne la crescita rode rocce e tronchi. Spesso si vedono i segni delle sue zanne anche sui muri delle case. Abile nuotatore, attraversa fiumi e a volte persino il mare grazie alle minuscole membrane tra le dita delle zampe posteriori. È molto più feroce di quanto non sembri. Se si allunga una mano verso di lui, potrebbe staccarla con un morso. Si dice che sia sfuggito ai nemici nuotando da un’isola all’altra grazie alle minuscole membrane tra le dita delle zampe posteriori. Como Pokémon do tipo normal, é uma criatura comum, frequentemente baseada em animais reais. Vive em campos abertos, planícies e pradarias. Its ability Run Away: This Pokémon is always successful fleeing from wild battles, even if trapped by a move or ability. Its ability Guts: Whenever this Pokémon is asleep, burned, paralyzed, or poisoned, it has 1.5× its Attack. This Pokémon is not affected by the usual Attack cut from a burn. This bonus does not count as a stat modifier. Its ability Hustle: This Pokémon's physical moves do 1.5× as much regular damage, but have 0.8× their usual accuracy. Special moves are unaffected. Moves that do set damage, such as Seismic Toss, have their accuracy affected, but not their damage. Overworld: If the lead Pokémon has this ability, higher-levelled Pokémon have their encounter rate increased. Tem coloração marrom e terrosa. Anda em quatro patas, com corpo de quadrúpede como cães, gatos ou cavalos. Raticate é originário da região de Kanto."
21,Spearow,spearow,"['normal', 'flying']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/21.png,False,False,rough-terrain,1,brown,"Spearow is the Tiny Bird Pokémon. Spearow é Pokémon Minoiseau. It flaps its small wings busily to fly. Using its beak, it searches in grass for prey. Eats bugs in grassy areas. It has to flap its short wings at high speed to stay airborne. Inept at flying high. However, it can fly around very fast to protect its ter­ ritory. It flaps its short wings to flush out insects from tall grass. It then plucks them with its stubby beak. Very protective of its territory, it flaps its short wings busily to dart around at high speed. To protect its territory, it flies around ceaselessly, making high- pitched cries. Muy protector de su territorio, mueve sus cortas alas sin descanso para lanzarse a toda velocidad. Come bichos en zonas de hierba. Agita sus cortas alas muy rápido para mantenerse en el aire. Spearow pía con tanta fuerza que se le puede oír a 1 km de distancia. Si al agudo chillido le sigue una especie de eco, estaremos oyendo la respuesta de otros Spearow que contestan ante el aviso de peligro. Sus alas cortas hacen que no se le dé muy bien volar. Corretea apresuradamente, picoteando los Pokémon insecto que se encuentre en la hierba. Tiene un apetito voraz y come con frecuencia. En las granjas crían Spearow para combatir plagas de Pokémon insecto. Su temperamento temerario hace que no dude en enfrentarse a rivales mucho más grandes a la hora de defender su territorio. Molto geloso del suo territorio, svolazza in giro a gran velocità battendo le ali continuamente. Mangia insetti nell’erba alta. Per restare in aria deve sbattere le corte ali molto velocemente. Spearow emette un grido molto acuto, percepibile anche a 1 km di distanza. Quando questo grido riecheggia nei dintorni, questo Pokémon intende avvertire i suoi simili di un pericolo imminente. A causa delle ali troppo corte, non riesce a volare bene. Scorrazza tra l’erba alta alla ricerca di Pokémon Coleottero da beccare. Ha sempre un grande appetito. È molto amato dagli agricoltori perché tiene a bada i Pokémon di tipo Coleottero. Temerario di natura, per difendere il proprio territorio non esita a lanciarsi anche contro avversari più grandi di lui. Como Pokémon do tipo normal, é uma criatura comum, frequentemente baseada em animais reais. Como Pokémon do tipo voador, plana pelos céus com asas, dominando o ar e as alturas. Vive em terrenos hostis como desertos e pântanos. É uma criatura alada, ave ou similar. Its ability Keen Eye: This Pokémon cannot have its accuracy lowered. This ability does not prevent any accuracy losses other than stat modifiers, such as the accuracy cut from fog; nor does it prevent other Pokémon's evasion from making this Pokémon's moves less accurate. This Pokémon can still be passed negative accuracy modifiers through Heart Swap. Overworld: If the first Pokémon in the party has this ability, any random encounter with a Pokémon five or more levels lower than it has a 50% chance of being skipped. Its ability Sniper: This Pokémon inflicts triple damage with critical hits, rather than the usual double damage. Tem coloração marrom e terrosa. Possui asas grandes e voa, lembrando aves ou dragões alados. Spearow é originário da região de Kanto."
22,Fearow,fearow,"['normal', 'flying']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/22.png,False,False,rough-terrain,1,brown,"Fearow is the Beak Pokémon. Fearow é Pokémon Bec-Oiseau. With its huge and magnificent wings, it can keep aloft without ever having to land for rest. A POKéMON that dates back many years. If it senses danger, it flies high and away, instantly. It shoots itself suddenly high into the sky, then plummets down in one fell swoop to strike its prey. It cleverly uses its thin, long beak to pluck and eat small insects that hide under the ground. It uses its long beak to attack. It has a surprisingly long reach, so it must be treated with caution. FEAROW is recognized by its long neck and elongated beak. They are conveniently shaped for catching prey in soil or water. It deftly moves its long and skinny beak to pluck prey. Con sus enormes y magníficas alas, puede seguir volando sin tener que aterrizar para descansar. Tiene energía para volar todo el día con sus grandes alas. Lucha con su afilado pico. A Fearow se le reconoce por tener un pescuezo y un pico largos que le permiten cazar en tierra y agua. Tiene una gran habilidad moviendo el fino pico para atrapar a sus presas. Son de destacar su dureza y resistencia. Puede volar sin parar durante un día entero aunque lleve una pesada carga. En algunos murales de épocas arcaicas se han hallado pinturas de un Pokémon que guarda un gran parecido con Fearow. Es peligroso pasear con comida por su territorio, ya que supone exponerse a que en cualquier momento se abalance para robarla. Con le sue enormi e magnifiche ali, è in grado di volare senza mai atterrare per riposarsi. Le sue ampie ali robuste gli permettono di volare tutto il giorno. Combatte usando il becco aguzzo. Fearow è caratterizzato da un collo e un becco molto lunghi, dalla forma ottimale per la cattura della preda a terra o in acqua. Muove agilmente il becco lungo e affusolato per stanare la preda. Ha una notevole resistenza fisica e può volare per un giorno intero trasportando oggetti pesanti. Sembra che questo Pokémon sia raffigurato in pitture rupestri antichissime. Chi attraversa il suo territorio portando con sé del cibo corre il rischio di vederselo strappare via in men che non si dica. Como Pokémon do tipo normal, é uma criatura comum, frequentemente baseada em animais reais. Como Pokémon do tipo voador, plana pelos céus com asas, dominando o ar e as alturas. Vive em terrenos hostis como desertos e pântanos. É uma criatura alada, ave ou similar. Its ability Keen Eye: This Pokémon cannot have its accuracy lowered. This ability does not prevent any accuracy losses other than stat modifiers, such as the accuracy cut from fog; nor does it prevent other Pokémon's evasion from making this Pokémon's moves less accurate. This Pokémon can still be passed negative accuracy modifiers through Heart Swap. Overworld: If the first Pokémon in the party has this ability, any random encounter with a Pokémon five or more levels lower than it has a 50% chance of being skipped. Its ability Sniper: This Pokémon inflicts triple damage with critical hits, rather than the usual double damage. Tem coloração marrom e terrosa. Possui asas grandes e voa, lembrando aves ou dragões alados. Fearow é originário da região de Kanto."
23,Ekans,ekans,['poison'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/23.png,False,False,grassland,1,purple,"Ekans is the Snake Pokémon. Ekans é Pokémon Serpent. Moves silently and stealthily. Eats the eggs of birds, such as PIDGEY and SPEAROW, whole. The older it gets, the longer it grows. At night, it wraps its long body around tree branches to rest. It can freely de­ tach its jaw to swallow large prey whole. It can be­ come too heavy to move, however. It always hides in grass. When first born, it has no poison, so its bite is painful, but harmless. It flutters the tip of its tongue to seek out the scent of prey, then swallows the prey whole. EKANS curls itself up in a spiral while it rests. Assuming this position allows it to quickly respond to a threat from any direction with a glare from its upraised head. Cuanto más viejo, más crece este Pokémon. Por la noche, descansa en las ramas de los árboles. Es muy silencioso y cauteloso. Come huevos de pájaros como los de Pidgey y Spearow. Ekans se enrosca para descansar. Adoptando esta posición puede responder rápidamente a cualquier amenaza que le aceche desde cualquier lugar, levantando la cabeza con una feroz mirada. Es capaz de desencajar la mandíbula para engullir presas enteras mayores que él mismo, tras lo cual se enrosca para descansar. Los huevos de Pokémon pájaro son su manjar predilecto. Como se los traga enteros, en ocasiones se atraganta y pierde el conocimiento. La longitud de este Pokémon aumenta con el tiempo. Por la noche, se enrosca en las ramas de los árboles para descansar. Con il tempo si fa sempre più lungo. La notte avvolge il suo corpo attorno a qualche ramo per dormire. Si muove in modo silenzioso e furtivo. Si nutre di uova di uccelli come Pidgey e Spearow, che ingoia intere. Ekans si attorciglia a spirale per riposarsi. In questa posizione riesce a reagire alle insidie provenienti da ogni parte grazie alla testa sollevata e allo sguardo fulminante. Può sganciare la mandibola per ingoiare intere prede più grosse di lui. Dopo il pasto, si arrotola su se stesso per riposarsi. È ghiotto di Uova di Pokémon alati, che ingoia intere. Può accadere che gli si blocchino in gola, togliendogli il respiro. Si allunga sempre più con l’età. La notte si avvolge attorno a qualche ramo per dormire. Como Pokémon do tipo veneno, exala toxinas perigosas e ataques venenosos. Vive em campos abertos, planícies e pradarias. Pertence à linhagem dos dragões antigos. Its ability Intimidate: When this Pokémon enters battle, the opponent's Attack is lowered by one stage. In a double battle, both opponents are affected. This ability also takes effect when acquired during a battle, but will not take effect again if lost and reobtained without leaving battle. This ability has no effect on an opponent that has a Substitute. Overworld: If the first Pokémon in the party has this ability, any random encounter with a Pokémon five or more levels lower than it has a 50% chance of being skipped. Its ability Shed Skin: After each turn, this Pokémon has a 33% of being cured of any major status ailment. Its ability Unnerve: Opposing Pokémon cannot eat held Berries while this Pokémon is in battle. Affected Pokémon can still use Bug Bite or Pluck to eat a target's Berry. Tem coloração roxa, frequentemente associada a magia, veneno ou mistério. Tem corpo alongado, serpentino, sinuoso como uma cobra. Ekans é originário da região de Kanto."
24,Arbok,arbok,['poison'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/24.png,False,False,grassland,1,purple,"Arbok is the Cobra Pokémon. Arbok é Pokémon Cobra. It is rumored that the ferocious warning markings on its belly differ from area to area. The frightening patterns on its belly have been studied. Six variations have been confirmed. Transfixing prey with the face-like pattern on its belly, it binds and poisons the frightened victim. With a very venge­ ful nature, it won't give up the chase, no matter how far, once it targets its prey. To intimidate foes, it spreads its chest wide and makes eerie sounds by expelling air from its mouth. This POKéMON is terrifically strong in order to constrict things with its body. It can even flatten steel oil drums. Once ARBOK wraps its body around its foe, escaping its crunching embrace is impossible. El dibujo que tiene en la panza aterroriza. Los rivales más débiles salen huyendo al verlo. Para intimidar a sus enemigos, hincha el pecho y echa aire por la boca emitiendo sonidos. Este Pokémon es tremendamente fuerte, puede oprimir cualquier cosa con su cuerpo y hasta es capaz de estrujar un barril de acero. Una vez que Arbok se enrosca a su víctima, no hay forma de escapar de su asfixiante abrazo. Recientes estudios han llegado a identificar hasta una veintena de patrones distintos que puede presentar el motivo de su cuello. Tras confundir a su presa con el motivo de su cuerpo, se enrosca a su alrededor y la aferra, a la espera de que su pulso se detenga. Se han llegado a identificar hasta seis variaciones distintas de los espeluznantes dibujos de su piel. Il disegno sulla pancia rappresenta una faccia spaventosa, capace di far fuggire i nemici più pavidi. Per terrorizzare la preda dilata il petto ed emette un terribile verso liberando aria dalla bocca. Questo Pokémon è così forte da riuscire a stritolare qualsiasi cosa col corpo, persino un bidone in acciaio. Se Arbok si avvinghia a un nemico è impossibile sfuggire a questa morsa fatale. Secondo gli studi più recenti, esistono più di 20 varianti del disegno che ha sul ventre. Spiazza l’avversario con il disegno sul ventre, poi gli si avvinghia rapidamente e aspetta che il suo battito cardiaco si fermi. Gli spaventosi disegni che ha sulla pancia sono oggetto di studio. Ne sono state scoperte sei diverse variazioni. Como Pokémon do tipo veneno, exala toxinas perigosas e ataques venenosos. Vive em campos abertos, planícies e pradarias. Pertence à linhagem dos dragões antigos. Its ability Intimidate: When this Pokémon enters battle, the opponent's Attack is lowered by one stage. In a double battle, both opponents are affected. This ability also takes effect when acquired during a battle, but will not take effect again if lost and reobtained without leaving battle. This ability has no effect on an opponent that has a Substitute. Overworld: If the first Pokémon in the party has this ability, any random encounter with a Pokémon five or more levels lower than it has a 50% chance of being skipped. Its ability Shed Skin: After each turn, this Pokémon has a 33% of being cured of any major status ailment. Its ability Unnerve: Opposing Pokémon cannot eat held Berries while this Pokémon is in battle. Affected Pokémon can still use Bug Bite or Pluck to eat a target's Berry. Tem coloração roxa, frequentemente associada a magia, veneno ou mistério. Tem corpo alongado, serpentino, sinuoso como uma cobra. Arbok é originário da região de Kanto."
25,Pikachu,pikachu,['electric'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/25.png,False,False,forest,1,yellow,"Pikachu is the Mouse Pokémon. Pikachu é Pokémon Souris. Pikachu é mundialmente conhecido por sua aparência fofa, adorável e cativante, mascote dos Pokémon. When several of these POKéMON gather, their electricity could build and cause lightning storms. It keeps its tail raised to monitor its surroundings. If you yank its tail, it will try to bite you. This intelligent POKéMON roasts hard BERRIES with electricity to make them tender enough to eat. It raises its tail to check its sur­ roundings. The tail is sometimes struck by light­ ning in this pose. When it is anger­ ed, it immediately discharges the energy stored in the pouches in its cheeks. Whenever PIKACHU comes across something new, it blasts it with a jolt of electricity. If you come across a blackened berry, it’s evidence that this POKéMON mistook the intensity of its charge. Levanta su cola para vigilar los alrededores. A veces, puede ser alcanzado por un rayo en esa pose. Las bolsas de las mejillas están llenas de electricidad, que libera cuando se siente amenazado. Cada vez que un Pikachu se encuentra con algo nuevo, le lanza una descarga eléctrica. Cuando se ve alguna baya chamuscada, es muy probable que sea obra de un Pikachu, ya que a veces no controlan la intensidad de la descarga. Este Pokémon tiene unas bolsas en las mejillas donde almacena electricidad. Parece ser que se recargan por la noche, mientras Pikachu duerme. A veces, cuando se acaba de despertar y está aún medio dormido, descarga un poco. Recientemente se ha presentado un proyecto para reunir numerosos Pikachu y crear con ellos una central eléctrica. Pikachu almacena electricidad en su cuerpo. Si no la libera de vez en cuando y se desfoga, puede sufrir estrés. Solleva la coda per esaminare l’ambiente circostante. A volte la coda è colpita da un fulmine quando è in questa posizione. Se spaventato, perde scariche elettriche dalle due sacche che ha sulle guance. Quando Pikachu incontra qualcosa che non conosce, lo colpisce con una scarica elettrica. Quando si vede una bacca annerita, è evidente che questo Pokémon ha emesso una scossa troppo forte. Pikachu immagazzina l’elettricità nelle guance. Pare che queste si ricarichino durante la notte quando dorme. Talvolta emette delle scariche elettriche al risveglio mentre è ancora assonnato. Recentemente è stato presentato un progetto per riunire numerosi Pikachu e costruire una centrale elettrica. Accumula naturalmente elettricità. Se ogni tanto non si sfoga emettendo scariche elettriche, rischia di essere sopraffatto dallo stress. Como Pokémon do tipo elétrico, gera eletricidade, raios e descargas de alta voltagem. Habita densas florestas e bosques cobertos de árvores. Pertence ao grupo das fadas: pequeno, fofo, adorável e encantador. Its ability Static: Whenever a move makes contact with this Pokémon, the move's user has a 30% chance of being paralyzed. Pokémon that are immune to Electric-type moves can still be paralyzed by this ability. Overworld: If the lead Pokémon has this ability, there is a 50% chance that encounters will be with an Electric Pokémon, if applicable. Its ability Lightning Rod: All other Pokémon's single-target Electric-type moves are redirected to this Pokémon if it is an eligible target. Other Pokémon's Electric moves raise this Pokémon's Special Attack one stage, negating any other effect on it, and cannot miss it. If the move's intended target also has this ability, the move is not redirected. When multiple Pokémon with this ability are possible targets for redirection, the move is redirected to the one with the highest Speed stat, or, in the case of a tie, to a random tied Pokémon. Follow Me takes precedence over this ability. If the Pokémon is a Ground-type and thus immune to Electric moves, its immunity prevents the Special Attack boost. É amarelo, frequentemente brilhante como sol ou eletricidade. Anda em quatro patas, com corpo de quadrúpede como cães, gatos ou cavalos. Pikachu é originário da região de Kanto."
26,Raichu,raichu,['electric'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/26.png,False,False,forest,1,yellow,"Raichu is the Mouse Pokémon. Raichu é Pokémon Souris. Its long tail serves as a ground to protect itself from its own high-voltage power. Its long tail serves as a ground to protect itself from its own high voltage power. When electricity builds up inside its body, it becomes feisty. It also glows in the dark. When its electric­ ity builds, its muscles are stimu­ lated, and it be­ comes more aggres­ sive than usual. If the electric pouches in its cheeks become fully charged, both ears will stand straight up. If its electric pouches run empty, it raises its tail to gather electri­ city from the atmosphere. Cuando se carga de electricidad, sus músculos se tensan y se vuelve más agresivo de lo normal. Puede emitir ráfagas de 100 000 voltios capaces de acabar con rivales enormes. Si las bolsas de los mofletes se le cargan demasiado, Raichu planta la cola en el suelo para liberar electricidad. Es común encontrar zonas chamuscadas cerca de la madriguera de este Pokémon. Este Pokémon libera una débil carga eléctrica por todo su cuerpo que le hace brillar en la oscuridad. Raichu descarga electricidad plantando la cola en el suelo. Suelta descargas eléctricas de hasta 100 000 voltios, con lo que es capaz de derribar al mayor de los Pokémon. Se vuelve más agresivo cuando se carga de electricidad. Puede incluso llegar a atacar a su Entrenador si este no se anda con cuidado. Se l’elettricità aumenta, i muscoli sono sollecitati e diventa più aggressivo del solito. Può rilasciare scariche elettriche a 100.000 volt con cui neutralizza nemici molto più grandi di lui. Se l’elettricità accumulata nelle guance diventa eccessiva, Raichu la scarica piantando la coda nel terreno. Vicino al suo nido sono presenti spesso chiazze di erba arsa. Raichu emana una debole carica elettrica da tutto il corpo rilucendo così nell’oscurità. Scarica l’elettricità piantando la coda nel terreno. Le sue scariche elettriche, che raggiungono i 100.000 volt, potrebbero far svenire persino un elefante indiano. Quando accumula elettricità, fatica a controllarsi. Perfino il suo Allenatore rischia di essere attaccato, se non fa attenzione. Como Pokémon do tipo elétrico, gera eletricidade, raios e descargas de alta voltagem. Habita densas florestas e bosques cobertos de árvores. Pertence ao grupo das fadas: pequeno, fofo, adorável e encantador. Its ability Static: Whenever a move makes contact with this Pokémon, the move's user has a 30% chance of being paralyzed. Pokémon that are immune to Electric-type moves can still be paralyzed by this ability. Overworld: If the lead Pokémon has this ability, there is a 50% chance that encounters will be with an Electric Pokémon, if applicable. Its ability Lightning Rod: All other Pokémon's single-target Electric-type moves are redirected to this Pokémon if it is an eligible target. Other Pokémon's Electric moves raise this Pokémon's Special Attack one stage, negating any other effect on it, and cannot miss it. If the move's intended target also has this ability, the move is not redirected. When multiple Pokémon with this ability are possible targets for redirection, the move is redirected to the one with the highest Speed stat, or, in the case of a tie, to a random tied Pokémon. Follow Me takes precedence over this ability. If the Pokémon is a Ground-type and thus immune to Electric moves, its immunity prevents the Special Attack boost. É amarelo, frequentemente brilhante como sol ou eletricidade. Anda ereto sobre duas pernas, com postura bípede semelhante a humanos. Raichu é originário da região de Kanto."
27,Sandshrew,sandshrew,['ground'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/27.png,False,False,rough-terrain,1,yellow,"Sandshrew is the Mouse Pokémon. Sandshrew é Pokémon Souris. Burrows deep underground in arid locations far from water. It only emerges to hunt for food. Its body is dry. When it gets cold at night, its hide is said to become coated with a fine dew. If it fell from a great height, this POKéMON could save itself by rolling into a ball and bouncing. Disliking water, it lives in deep burrows in arid areas. It can roll itself instantly into a ball. It prefers dry, sandy places because it uses the sand to protect itself when threatened. SANDSHREW’s body is configured to absorb water without waste, enabling it to survive in an arid desert. This POKéMON curls up to protect itself from its enemies. Este Pokémon permanece bajo tierra. Si se siente amenazado, se enrosca para defenderse. Como odia el agua, vive en madrigueras muy profundas en zonas áridas. Puede hacerse una bola al instante. Sandshrew es capaz de absorber agua y no perder ni una gota, algo que le permite sobrevivir en el desierto. Este Pokémon se enrosca para defenderse de los enemigos. Sandshrew tiene una piel muy seca y tremendamente dura. Tiene la habilidad de hacerse una bola y evitar cualquier ataque. Por las noches, escarba en la arena del desierto y se echa a dormir. Enrolla su cuerpo hasta hacerse una bola y rueda por el desierto a gran velocidad. Habita principalmente en zonas desérticas donde las lluvias son escasas. Excava agujeros en el suelo en busca de Pokémon insecto. Vive sottoterra, scavando buche. Se minacciato, si protegge raggomitolandosi. Odia l’acqua e vive in tane profonde all’interno di zone aride. È capace di appallottolarsi in un istante. Il corpo di Sandshrew ha una conformazione che gli consente di assorbire l’acqua senza perdite e di sopravvivere nell’aridità del deserto. Questo Pokémon si avvolge su se stesso per proteggersi dai nemici. Sandshrew ha una corazza estremamente secca e dura. Può chiudersi a sfera e rotolare per difendersi dagli attacchi. Quando cala la notte, si nasconde nella sabbia del deserto per dormire. Quando si raggomitola su se stesso sembra una palla. Si muove nel deserto rotolando a gran velocità. Vive per lo più nei deserti e in zone aride. Scava buche nel terreno per catturare Pokémon di tipo Coleottero. Como Pokémon do tipo terra, vive em solo, areia ou cavernas subterrâneas. Vive em terrenos hostis como desertos e pântanos. Its ability Sand Veil: During a sandstorm, this Pokémon has 1.25× its evasion, and it does not take sandstorm damage regardless of type. The evasion bonus does not count as a stat modifier. Overworld: If the lead Pokémon has this ability, the wild encounter rate is halved in a sandstorm. Its ability Sand Rush: This Pokémon's Speed is doubled during a sandstorm, and it does not take sandstorm damage, regardless of type. É amarelo, frequentemente brilhante como sol ou eletricidade. Anda ereto sobre duas pernas, com postura bípede semelhante a humanos. Sandshrew é originário da região de Kanto."
